date_heure,consommation
2024-04-16 12:30:00+00:00,7006.0
2024-04-16 12:45:00+00:00,6910.0
2024-04-16 13:00:00+00:00,6910.0
2024-04-16 13:15:00+00:00,7007.0
2024-04-16 13:30:00+00:00,6972.0
2024-04-16 13:45:00+00:00,6975.0
2024-04-16 14:00:00+00:00,6835.0
2024-04-16 14:15:00+00:00,6943.0
2024-04-16 14:30:00+00:00,6733.0
2024-04-16 14:45:00+00:00,6728.0
2024-04-16 15:00:00+00:00,6661.0
2024-04-16 15:15:00+00:00,6554.0
2024-04-16 15:30:00+00:00,6549.0
2024-04-16 15:45:00+00:00,6480.0
2024-04-16 16:00:00+00:00,6484.0
2024-04-16 16:15:00+00:00,6434.0
2024-04-16 16:30:00+00:00,6567.0
2024-04-16 16:45:00+00:00,6572.0
2024-04-16 17:00:00+00:00,6674.0
2024-04-16 17:15:00+00:00,6574.0
2024-04-16 17:30:00+00:00,6713.0
2024-04-16 17:45:00+00:00,6717.0
2024-04-16 18:00:00+00:00,6690.0
2024-04-16 18:15:00+00:00,6647.0
2024-04-16 18:30:00+00:00,6678.0
2024-04-16 18:45:00+00:00,6644.0
2024-04-16 19:00:00+00:00,6636.0
2024-04-16 19:15:00+00:00,6620.0
2024-04-16 19:30:00+00:00,6548.0
2024-04-16 19:45:00+00:00,6357.0
2024-04-16 20:00:00+00:00,6442.0
2024-04-16 20:15:00+00:00,6444.0
2024-04-16 20:30:00+00:00,6463.0
2024-04-16 20:45:00+00:00,6662.0
2024-04-16 21:00:00+00:00,6633.0
2024-04-16 21:15:00+00:00,6698.0
2024-04-16 21:30:00+00:00,6575.0
2024-04-16 21:45:00+00:00,6485.0
2024-04-16 22:00:00+00:00,6369.0
2024-04-16 22:15:00+00:00,6269.0
2024-04-16 22:30:00+00:00,6230.0
2024-04-16 22:45:00+00:00,5994.0
2024-04-16 23:00:00+00:00,5905.0
2024-04-16 23:15:00+00:00,5862.0
2024-04-16 23:30:00+00:00,5819.0
2024-04-16 23:45:00+00:00,5861.0
2024-04-17 00:00:00+00:00,5901.0
2024-04-17 00:15:00+00:00,5956.0
2024-04-17 00:30:00+00:00,5766.0
2024-04-17 00:45:00+00:00,5805.0
2024-04-17 01:00:00+00:00,5815.0
2024-04-17 01:15:00+00:00,5712.0
2024-04-17 01:30:00+00:00,5742.0
2024-04-17 01:45:00+00:00,5680.0
2024-04-17 02:00:00+00:00,5754.0
2024-04-17 02:15:00+00:00,5694.0
2024-04-17 02:30:00+00:00,5765.0
2024-04-17 02:45:00+00:00,5736.0
2024-04-17 03:00:00+00:00,5835.0
2024-04-17 03:15:00+00:00,5890.0
2024-04-17 03:30:00+00:00,6016.0
2024-04-17 03:45:00+00:00,6126.0
2024-04-17 04:00:00+00:00,6150.0
2024-04-17 04:15:00+00:00,6337.0
2024-04-17 04:30:00+00:00,6489.0
2024-04-17 04:45:00+00:00,6403.0
2024-04-17 05:00:00+00:00,6572.0
2024-04-17 05:15:00+00:00,6700.0
2024-04-17 05:30:00+00:00,6856.0
2024-04-17 05:45:00+00:00,6789.0
2024-04-17 06:00:00+00:00,7047.0
2024-04-17 06:15:00+00:00,7105.0
2024-04-17 06:30:00+00:00,7257.0
2024-04-17 06:45:00+00:00,7323.0
2024-04-17 07:00:00+00:00,7364.0
2024-04-17 07:15:00+00:00,7348.0
2024-04-17 07:30:00+00:00,7423.0
2024-04-17 07:45:00+00:00,7541.0
2024-04-17 08:00:00+00:00,7522.0
2024-04-17 08:15:00+00:00,7388.0
2024-04-17 08:30:00+00:00,7394.0
2024-04-17 08:45:00+00:00,7526.0
2024-04-17 09:00:00+00:00,7627.0
2024-04-17 09:15:00+00:00,7618.0
2024-04-17 09:30:00+00:00,7660.0
2024-04-17 09:45:00+00:00,7625.0
2024-04-17 10:00:00+00:00,7587.0
2024-04-17 10:15:00+00:00,7465.0
2024-04-17 10:30:00+00:00,7499.0
2024-04-17 10:45:00+00:00,7530.0
2024-04-17 11:00:00+00:00,7512.0
2024-04-17 11:15:00+00:00,7386.0
2024-04-17 11:30:00+00:00,
2024-04-17 11:45:00+00:00,
2024-04-17 12:00:00+00:00,
2024-04-17 12:15:00+00:00,
2024-04-17 12:30:00+00:00,
2024-04-17 12:45:00+00:00,
2024-04-17 13:00:00+00:00,
2024-04-17 13:15:00+00:00,
2024-04-17 13:30:00+00:00,
2024-04-17 13:45:00+00:00,
2024-04-17 14:00:00+00:00,
2024-04-17 14:15:00+00:00,
2024-04-17 14:30:00+00:00,
2024-04-17 14:45:00+00:00,
2024-04-17 15:00:00+00:00,
2024-04-17 15:15:00+00:00,
2024-04-17 15:30:00+00:00,
2024-04-17 15:45:00+00:00,
2024-04-17 16:00:00+00:00,
2024-04-17 16:15:00+00:00,
2024-04-17 16:30:00+00:00,
2024-04-17 16:45:00+00:00,
2024-04-17 17:00:00+00:00,
2024-04-17 17:15:00+00:00,
2024-04-17 17:30:00+00:00,
2024-04-17 17:45:00+00:00,
2024-04-17 18:00:00+00:00,
2024-04-17 18:15:00+00:00,
2024-04-17 18:30:00+00:00,
2024-04-17 18:45:00+00:00,
2024-04-17 19:00:00+00:00,
2024-04-17 19:15:00+00:00,
2024-04-17 19:30:00+00:00,
2024-04-17 19:45:00+00:00,
2024-04-17 20:00:00+00:00,
2024-04-17 20:15:00+00:00,
2024-04-17 20:30:00+00:00,
2024-04-17 20:45:00+00:00,
2024-04-17 21:00:00+00:00,
2024-04-17 21:15:00+00:00,
2024-04-17 21:30:00+00:00,
2024-04-17 21:45:00+00:00,
